ep_name,ep_max_rise_slack,ep_max_fall_slack,ep_max_rise_arrival,ep_max_fall_arrival,sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std,path_required,path_arrival,path_slack,path_num_points,path_crpr,ep_ck_name,rise_fall
i100/D,0.162670,0.155587,0.062982,0.070674,i43/i176/CLK,0.000000,0.000000,0.000000,0.225651,0.062982,0.162670,4,0.0,i100/CLK,rise
i100/D,0.162670,0.155587,0.062982,0.070674,i43/i176/CLK,0.000000,0.000000,0.000000,0.226261,0.070674,0.155587,4,0.0,i100/CLK,fall
i100/SE,0.018563,-0.017018,0.203170,0.191864,i1550/CLK,0.000000,0.000000,0.000000,0.221734,0.203170,0.018563,4,0.0,i100/CLK,rise
i100/SE,0.018563,-0.017018,0.203170,0.191864,i1550/CLK,0.000000,0.000000,0.000000,0.174846,0.191864,-0.017018,4,0.0,i100/CLK,fall
i100/SI,-0.098646,-0.097204,0.331850,0.328124,i184/CLK,0.000000,0.000000,0.000000,0.233204,0.331850,-0.098646,30,0.0,i100/CLK,rise
i100/SI,-0.098646,-0.097204,0.331850,0.328124,i184/CLK,0.000000,0.000000,0.000000,0.230920,0.328124,-0.097204,30,0.0,i100/CLK,fall
i101/D,0.163475,0.156009,0.061966,0.069767,i43/i177/CLK,0.000000,0.000000,0.000000,0.225440,0.061966,0.163475,4,0.0,i101/CLK,rise
i101/D,0.163475,0.156009,0.061966,0.069767,i43/i177/CLK,0.000000,0.000000,0.000000,0.225776,0.069767,0.156009,4,0.0,i101/CLK,fall
i101/SE,0.017513,-0.018247,0.204195,0.192861,i1550/CLK,0.000000,0.000000,0.000000,0.221708,0.204195,0.017513,4,0.0,i101/CLK,rise
i101/SE,0.017513,-0.018247,0.204195,0.192861,i1550/CLK,0.000000,0.000000,0.000000,0.174615,0.192861,-0.018247,4,0.0,i101/CLK,fall
i101/SI,-0.072956,-0.065368,0.304366,0.297784,i1321/CLK,0.000000,0.000000,0.000000,0.231411,0.304366,-0.072956,32,0.0,i101/CLK,rise
i101/SI,-0.072956,-0.065368,0.304366,0.297784,i1321/CLK,0.000000,0.000000,0.000000,0.232415,0.297784,-0.065368,32,0.0,i101/CLK,fall
i102/D,0.132503,0.132890,0.094391,0.095836,i43/i66/CLK,0.000000,0.000000,0.000000,0.226895,0.094391,0.132503,4,0.0,i102/CLK,rise
i102/D,0.132503,0.132890,0.094391,0.095836,i43/i66/CLK,0.000000,0.000000,0.000000,0.228726,0.095836,0.132890,4,0.0,i102/CLK,fall
i102/SE,-0.135923,-0.201104,0.353265,0.338593,i1550/CLK,0.000000,0.000000,0.000000,0.217342,0.353265,-0.135923,4,0.0,i102/CLK,rise
i102/SE,-0.135923,-0.201104,0.353265,0.338593,i1550/CLK,0.000000,0.000000,0.000000,0.137489,0.338593,-0.201104,4,0.0,i102/CLK,fall
i102/SI,-0.100560,-0.088481,0.332298,0.320734,i111/CLK,0.000000,0.000000,0.000000,0.231737,0.332298,-0.100560,32,0.0,i102/CLK,rise
i102/SI,-0.100560,-0.088481,0.332298,0.320734,i111/CLK,0.000000,0.000000,0.000000,0.232253,0.320734,-0.088481,32,0.0,i102/CLK,fall
i103/D,0.115869,0.120965,0.111314,0.111214,i43/i67/CLK,0.000000,0.000000,0.000000,0.227184,0.111314,0.115869,4,0.0,i103/CLK,rise
i103/D,0.115869,0.120965,0.111314,0.111214,i43/i67/CLK,0.000000,0.000000,0.000000,0.232179,0.111214,0.120965,4,0.0,i103/CLK,fall
i103/SE,-0.135967,-0.201157,0.353308,0.338635,i1550/CLK,0.000000,0.000000,0.000000,0.217341,0.353308,-0.135967,4,0.0,i103/CLK,rise
i103/SE,-0.135967,-0.201157,0.353308,0.338635,i1550/CLK,0.000000,0.000000,0.000000,0.137478,0.338635,-0.201157,4,0.0,i103/CLK,fall
i103/SI,-0.113683,-0.113321,0.344666,0.345319,i111/CLK,0.000000,0.000000,0.000000,0.230984,0.344666,-0.113683,34,0.0,i103/CLK,rise
i103/SI,-0.113683,-0.113321,0.344666,0.345319,i111/CLK,0.000000,0.000000,0.000000,0.231998,0.345319,-0.113321,34,0.0,i103/CLK,fall
i104/D,0.122811,0.126032,0.104573,0.104956,i43/i69/CLK,0.000000,0.000000,0.000000,0.227384,0.104573,0.122811,4,0.0,i104/CLK,rise
i104/D,0.122811,0.126032,0.104573,0.104956,i43/i69/CLK,0.000000,0.000000,0.000000,0.230988,0.104956,0.126032,4,0.0,i104/CLK,fall
i104/SE,-0.135750,-0.200895,0.353097,0.338428,i1550/CLK,0.000000,0.000000,0.000000,0.217347,0.353097,-0.135750,4,0.0,i104/CLK,rise
i104/SE,-0.135750,-0.200895,0.353097,0.338428,i1550/CLK,0.000000,0.000000,0.000000,0.137533,0.338428,-0.200895,4,0.0,i104/CLK,fall
i104/SI,-0.109177,-0.110500,0.340807,0.342112,i111/CLK,0.000000,0.000000,0.000000,0.231631,0.340807,-0.109177,34,0.0,i104/CLK,rise
i104/SI,-0.109177,-0.110500,0.340807,0.342112,i111/CLK,0.000000,0.000000,0.000000,0.231613,0.342112,-0.110500,34,0.0,i104/CLK,fall
i105/D,0.158170,0.156790,0.068104,0.069942,i43/i70/CLK,0.000000,0.000000,0.000000,0.226275,0.068104,0.158170,4,0.0,i105/CLK,rise
i105/D,0.158170,0.156790,0.068104,0.069942,i43/i70/CLK,0.000000,0.000000,0.000000,0.226731,0.069942,0.156790,4,0.0,i105/CLK,fall
i105/SE,-0.129134,-0.192913,0.346685,0.332139,i1550/CLK,0.000000,0.000000,0.000000,0.217551,0.346685,-0.129134,4,0.0,i105/CLK,rise
i105/SE,-0.129134,-0.192913,0.346685,0.332139,i1550/CLK,0.000000,0.000000,0.000000,0.139227,0.332139,-0.192913,4,0.0,i105/CLK,fall
i105/SI,-0.112590,-0.119142,0.345833,0.348971,i111/CLK,0.000000,0.000000,0.000000,0.233243,0.345833,-0.112590,34,0.0,i105/CLK,rise
i105/SI,-0.112590,-0.119142,0.345833,0.348971,i111/CLK,0.000000,0.000000,0.000000,0.229830,0.348971,-0.119142,34,0.0,i105/CLK,fall
i106/D,0.145787,0.144885,0.080692,0.082620,i43/i71/CLK,0.000000,0.000000,0.000000,0.226478,0.080692,0.145787,4,0.0,i106/CLK,rise
i106/D,0.145787,0.144885,0.080692,0.082620,i43/i71/CLK,0.000000,0.000000,0.000000,0.227504,0.082620,0.144885,4,0.0,i106/CLK,fall
i106/SE,-0.135528,-0.200626,0.352882,0.338217,i1550/CLK,0.000000,0.000000,0.000000,0.217354,0.352882,-0.135528,4,0.0,i106/CLK,rise
i106/SE,-0.135528,-0.200626,0.352882,0.338217,i1550/CLK,0.000000,0.000000,0.000000,0.137590,0.338217,-0.200626,4,0.0,i106/CLK,fall
i106/SI,-0.070786,-0.069088,0.301742,0.302327,i111/CLK,0.000000,0.000000,0.000000,0.230956,0.301742,-0.070786,34,0.0,i106/CLK,rise
i106/SI,-0.070786,-0.069088,0.301742,0.302327,i111/CLK,0.000000,0.000000,0.000000,0.233239,0.302327,-0.069088,34,0.0,i106/CLK,fall
i107/D,0.128315,0.130752,0.099160,0.099878,i43/i72/CLK,0.000000,0.000000,0.000000,0.227475,0.099160,0.128315,4,0.0,i107/CLK,rise
i107/D,0.128315,0.130752,0.099160,0.099878,i43/i72/CLK,0.000000,0.000000,0.000000,0.230630,0.099878,0.130752,4,0.0,i107/CLK,fall
i107/SE,-0.135839,-0.201002,0.353183,0.338513,i1550/CLK,0.000000,0.000000,0.000000,0.217345,0.353183,-0.135839,4,0.0,i107/CLK,rise
i107/SE,-0.135839,-0.201002,0.353183,0.338513,i1550/CLK,0.000000,0.000000,0.000000,0.137511,0.338513,-0.201002,4,0.0,i107/CLK,fall
i107/SI,-0.106924,-0.105505,0.337865,0.337876,i111/CLK,0.000000,0.000000,0.000000,0.230941,0.337865,-0.106924,32,0.0,i107/CLK,rise
i107/SI,-0.106924,-0.105505,0.337865,0.337876,i111/CLK,0.000000,0.000000,0.000000,0.232371,0.337876,-0.105505,32,0.0,i107/CLK,fall
i108/D,0.128916,0.131125,0.098587,0.099343,i43/i73/CLK,0.000000,0.000000,0.000000,0.227503,0.098587,0.128916,4,0.0,i108/CLK,rise
i108/D,0.128916,0.131125,0.098587,0.099343,i43/i73/CLK,0.000000,0.000000,0.000000,0.230468,0.099343,0.131125,4,0.0,i108/CLK,fall
i108/SE,-0.135753,-0.200898,0.353100,0.338431,i1550/CLK,0.000000,0.000000,0.000000,0.217347,0.353100,-0.135753,4,0.0,i108/CLK,rise
i108/SE,-0.135753,-0.200898,0.353100,0.338431,i1550/CLK,0.000000,0.000000,0.000000,0.137533,0.338431,-0.200898,4,0.0,i108/CLK,fall
i108/SI,-0.096243,-0.087480,0.327218,0.320254,i194/CLK,0.000000,0.000000,0.000000,0.230976,0.327218,-0.096243,32,0.0,i108/CLK,rise
i108/SI,-0.096243,-0.087480,0.327218,0.320254,i194/CLK,0.000000,0.000000,0.000000,0.232774,0.320254,-0.087480,32,0.0,i108/CLK,fall
i109/D,0.143760,0.143255,0.082794,0.084684,i43/i98/CLK,0.000000,0.000000,0.000000,0.226554,0.082794,0.143760,4,0.0,i109/CLK,rise
i109/D,0.143760,0.143255,0.082794,0.084684,i43/i98/CLK,0.000000,0.000000,0.000000,0.227939,0.084684,0.143255,4,0.0,i109/CLK,fall
i109/SE,-0.138776,-0.204554,0.356030,0.341310,i1550/CLK,0.000000,0.000000,0.000000,0.217254,0.356030,-0.138776,4,0.0,i109/CLK,rise
i109/SE,-0.138776,-0.204554,0.356030,0.341310,i1550/CLK,0.000000,0.000000,0.000000,0.136755,0.341310,-0.204554,4,0.0,i109/CLK,fall
i109/SI,-0.071383,-0.071846,0.304643,0.302634,i80/CLK,0.000000,0.000000,0.000000,0.233260,0.304643,-0.071383,36,0.0,i109/CLK,rise
i109/SI,-0.071383,-0.071846,0.304643,0.302634,i80/CLK,0.000000,0.000000,0.000000,0.230788,0.302634,-0.071846,36,0.0,i109/CLK,fall
i110/D,0.127699,0.129042,0.099591,0.100855,i43/i99/CLK,0.000000,0.000000,0.000000,0.227290,0.099591,0.127699,4,0.0,i110/CLK,rise
i110/D,0.127699,0.129042,0.099591,0.100855,i43/i99/CLK,0.000000,0.000000,0.000000,0.229897,0.100855,0.129042,4,0.0,i110/CLK,fall
i110/SE,-0.137073,-0.202495,0.354380,0.339688,i1550/CLK,0.000000,0.000000,0.000000,0.217307,0.354380,-0.137073,4,0.0,i110/CLK,rise
i110/SE,-0.137073,-0.202495,0.354380,0.339688,i1550/CLK,0.000000,0.000000,0.000000,0.137193,0.339688,-0.202495,4,0.0,i110/CLK,fall
i110/SI,-0.067897,-0.074844,0.301170,0.304489,i157/CLK,0.000000,0.000000,0.000000,0.233273,0.301170,-0.067897,36,0.0,i110/CLK,rise
i110/SI,-0.067897,-0.074844,0.301170,0.304489,i157/CLK,0.000000,0.000000,0.000000,0.229645,0.304489,-0.074844,34,0.0,i110/CLK,fall
i111/D,0.145891,0.143851,0.080077,0.082667,i43/i100/CLK,0.000000,0.000000,0.000000,0.225968,0.080077,0.145891,4,0.0,i111/CLK,rise
i111/D,0.145891,0.143851,0.080077,0.082667,i43/i100/CLK,0.000000,0.000000,0.000000,0.226518,0.082667,0.143851,4,0.0,i111/CLK,fall
i111/SE,-0.137434,-0.202923,0.354730,0.340024,i1550/CLK,0.000000,0.000000,0.000000,0.217295,0.354730,-0.137434,4,0.0,i111/CLK,rise
i111/SE,-0.137434,-0.202923,0.354730,0.340024,i1550/CLK,0.000000,0.000000,0.000000,0.137101,0.340024,-0.202923,4,0.0,i111/CLK,fall
i111/SI,-0.078752,-0.086181,0.312021,0.316456,i168/CLK,0.000000,0.000000,0.000000,0.233268,0.312021,-0.078752,32,0.0,i111/CLK,rise
i111/SI,-0.078752,-0.086181,0.312021,0.316456,i168/CLK,0.000000,0.000000,0.000000,0.230275,0.316456,-0.086181,32,0.0,i111/CLK,fall
i112/D,0.125482,0.127398,0.102013,0.102963,i43/i101/CLK,0.000000,0.000000,0.000000,0.227496,0.102013,0.125482,4,0.0,i112/CLK,rise
i112/D,0.125482,0.127398,0.102013,0.102963,i43/i101/CLK,0.000000,0.000000,0.000000,0.230361,0.102963,0.127398,4,0.0,i112/CLK,fall
i112/SE,-0.138875,-0.204688,0.356126,0.341415,i1550/CLK,0.000000,0.000000,0.000000,0.217251,0.356126,-0.138875,4,0.0,i112/CLK,rise
i112/SE,-0.138875,-0.204688,0.356126,0.341415,i1550/CLK,0.000000,0.000000,0.000000,0.136727,0.341415,-0.204688,4,0.0,i112/CLK,fall
i112/SI,-0.070500,-0.075273,0.303579,0.306050,i157/CLK,0.000000,0.000000,0.000000,0.233080,0.303579,-0.070500,34,0.0,i112/CLK,rise
i112/SI,-0.070500,-0.075273,0.303579,0.306050,i157/CLK,0.000000,0.000000,0.000000,0.230776,0.306050,-0.075273,34,0.0,i112/CLK,fall
i113/D,0.152571,0.150245,0.073343,0.075999,i43/i102/CLK,0.000000,0.000000,0.000000,0.225914,0.073343,0.152571,4,0.0,i113/CLK,rise
i113/D,0.152571,0.150245,0.073343,0.075999,i43/i102/CLK,0.000000,0.000000,0.000000,0.226244,0.075999,0.150245,4,0.0,i113/CLK,fall
i113/SE,-0.137999,-0.203613,0.355277,0.340568,i1550/CLK,0.000000,0.000000,0.000000,0.217278,0.355277,-0.137999,4,0.0,i113/CLK,rise
i113/SE,-0.137999,-0.203613,0.355277,0.340568,i1550/CLK,0.000000,0.000000,0.000000,0.136955,0.340568,-0.203613,4,0.0,i113/CLK,fall
i113/SI,-0.075857,-0.083024,0.309130,0.312604,i168/CLK,0.000000,0.000000,0.000000,0.233273,0.309130,-0.075857,34,0.0,i113/CLK,rise
i113/SI,-0.075857,-0.083024,0.309130,0.312604,i168/CLK,0.000000,0.000000,0.000000,0.229580,0.312604,-0.083024,34,0.0,i113/CLK,fall
i114/D,0.150704,0.148825,0.075392,0.077802,i43/i103/CLK,0.000000,0.000000,0.000000,0.226096,0.075392,0.150704,4,0.0,i114/CLK,rise
i114/D,0.150704,0.148825,0.075392,0.077802,i43/i103/CLK,0.000000,0.000000,0.000000,0.226627,0.077802,0.148825,4,0.0,i114/CLK,fall
i114/SE,-0.138427,-0.204132,0.355692,0.340977,i1550/CLK,0.000000,0.000000,0.000000,0.217265,0.355692,-0.138427,4,0.0,i114/CLK,rise
i114/SE,-0.138427,-0.204132,0.355692,0.340977,i1550/CLK,0.000000,0.000000,0.000000,0.136845,0.340977,-0.204132,4,0.0,i114/CLK,fall
i114/SI,-0.055702,-0.055623,0.288854,0.286079,i168/CLK,0.000000,0.000000,0.000000,0.233152,0.288854,-0.055702,34,0.0,i114/CLK,rise
i114/SI,-0.055702,-0.055623,0.288854,0.286079,i168/CLK,0.000000,0.000000,0.000000,0.230456,0.286079,-0.055623,28,0.0,i114/CLK,fall
i115/D,0.140227,0.139689,0.086351,0.088349,i43/i104/CLK,0.000000,0.000000,0.000000,0.226578,0.086351,0.140227,4,0.0,i115/CLK,rise
i115/D,0.140227,0.139689,0.086351,0.088349,i43/i104/CLK,0.000000,0.000000,0.000000,0.228038,0.088349,0.139689,4,0.0,i115/CLK,fall
i115/SE,-0.137449,-0.202941,0.354744,0.340038,i1550/CLK,0.000000,0.000000,0.000000,0.217295,0.354744,-0.137449,4,0.0,i115/CLK,rise
i115/SE,-0.137449,-0.202941,0.354744,0.340038,i1550/CLK,0.000000,0.000000,0.000000,0.137097,0.340038,-0.202941,4,0.0,i115/CLK,fall
i115/SI,-0.057099,-0.057500,0.290033,0.288945,i157/CLK,0.000000,0.000000,0.000000,0.232933,0.290033,-0.057099,36,0.0,i115/CLK,rise
i115/SI,-0.057099,-0.057500,0.290033,0.288945,i157/CLK,0.000000,0.000000,0.000000,0.231445,0.288945,-0.057500,36,0.0,i115/CLK,fall
i116/D,0.140890,0.140500,0.085735,0.087579,i43/i105/CLK,0.000000,0.000000,0.000000,0.226625,0.085735,0.140890,4,0.0,i116/CLK,rise
i116/D,0.140890,0.140500,0.085735,0.087579,i43/i105/CLK,0.000000,0.000000,0.000000,0.228079,0.087579,0.140500,4,0.0,i116/CLK,fall
i116/SE,-0.137372,-0.202847,0.354670,0.339964,i1550/CLK,0.000000,0.000000,0.000000,0.217297,0.354670,-0.137372,4,0.0,i116/CLK,rise
i116/SE,-0.137372,-0.202847,0.354670,0.339964,i1550/CLK,0.000000,0.000000,0.000000,0.137116,0.339964,-0.202847,4,0.0,i116/CLK,fall
i116/SI,-0.090765,-0.087426,0.324030,0.317929,i168/CLK,0.000000,0.000000,0.000000,0.233265,0.324030,-0.090765,32,0.0,i116/CLK,rise
i116/SI,-0.090765,-0.087426,0.324030,0.317929,i168/CLK,0.000000,0.000000,0.000000,0.230503,0.317929,-0.087426,32,0.0,i116/CLK,fall
i117/D,0.135010,0.134725,0.091652,0.093443,i43/i130/CLK,0.000000,0.000000,0.000000,0.226663,0.091652,0.135010,4,0.0,i117/CLK,rise
i117/D,0.135010,0.134725,0.091652,0.093443,i43/i130/CLK,0.000000,0.000000,0.000000,0.228168,0.093443,0.134725,4,0.0,i117/CLK,fall
i117/SE,-0.049858,-0.097819,0.269756,0.256782,i1550/CLK,0.000000,0.000000,0.000000,0.219898,0.269756,-0.049858,4,0.0,i117/CLK,rise
i117/SE,-0.049858,-0.097819,0.269756,0.256782,i1550/CLK,0.000000,0.000000,0.000000,0.158963,0.256782,-0.097819,4,0.0,i117/CLK,fall
i117/SI,-0.070267,-0.066588,0.303511,0.297290,i125/CLK,0.000000,0.000000,0.000000,0.233244,0.303511,-0.070267,32,0.0,i117/CLK,rise
i117/SI,-0.070267,-0.066588,0.303511,0.297290,i125/CLK,0.000000,0.000000,0.000000,0.230701,0.297290,-0.066588,32,0.0,i117/CLK,fall
i118/D,0.152114,0.149910,0.073853,0.076457,i43/i132/CLK,0.000000,0.000000,0.000000,0.225966,0.073853,0.152114,4,0.0,i118/CLK,rise
i118/D,0.152114,0.149910,0.073853,0.076457,i43/i132/CLK,0.000000,0.000000,0.000000,0.226367,0.076457,0.149910,4,0.0,i118/CLK,fall
i118/SE,-0.076622,-0.129764,0.295748,0.282197,i1550/CLK,0.000000,0.000000,0.000000,0.219126,0.295748,-0.076622,4,0.0,i118/CLK,rise
i118/SE,-0.076622,-0.129764,0.295748,0.282197,i1550/CLK,0.000000,0.000000,0.000000,0.152432,0.282197,-0.129764,4,0.0,i118/CLK,fall
i118/SI,-0.073872,-0.065364,0.304853,0.297675,i133/CLK,0.000000,0.000000,0.000000,0.230981,0.304853,-0.073872,38,0.0,i118/CLK,rise
i118/SI,-0.073872,-0.065364,0.304853,0.297675,i133/CLK,0.000000,0.000000,0.000000,0.232312,0.297675,-0.065364,38,0.0,i118/CLK,fall
i119/D,0.138383,0.138291,0.088384,0.090080,i43/i133/CLK,0.000000,0.000000,0.000000,0.226767,0.088384,0.138383,4,0.0,i119/CLK,rise
i119/D,0.138383,0.138291,0.088384,0.090080,i43/i133/CLK,0.000000,0.000000,0.000000,0.228372,0.090080,0.138291,4,0.0,i119/CLK,fall
i119/SE,-0.051130,-0.099334,0.270992,0.257990,i1550/CLK,0.000000,0.000000,0.000000,0.219863,0.270992,-0.051130,4,0.0,i119/CLK,rise
i119/SE,-0.051130,-0.099334,0.270992,0.257990,i1550/CLK,0.000000,0.000000,0.000000,0.158656,0.257990,-0.099334,4,0.0,i119/CLK,fall
i119/SI,-0.067678,-0.065609,0.300950,0.295714,i135/CLK,0.000000,0.000000,0.000000,0.233272,0.300950,-0.067678,32,0.0,i119/CLK,rise
i119/SI,-0.067678,-0.065609,0.300950,0.295714,i135/CLK,0.000000,0.000000,0.000000,0.230105,0.295714,-0.065609,36,0.0,i119/CLK,fall
i120/D,0.149380,0.147395,0.076701,0.079204,i43/i134/CLK,0.000000,0.000000,0.000000,0.226082,0.076701,0.149380,4,0.0,i120/CLK,rise
i120/D,0.149380,0.147395,0.076701,0.079204,i43/i134/CLK,0.000000,0.000000,0.000000,0.226599,0.079204,0.147395,4,0.0,i120/CLK,fall
i120/SE,-0.054034,-0.102793,0.273813,0.260746,i1550/CLK,0.000000,0.000000,0.000000,0.219779,0.273813,-0.054034,4,0.0,i120/CLK,rise
i120/SE,-0.054034,-0.102793,0.273813,0.260746,i1550/CLK,0.000000,0.000000,0.000000,0.157953,0.260746,-0.102793,4,0.0,i120/CLK,fall
i120/SI,-0.073788,-0.069509,0.306852,0.300677,i125/CLK,0.000000,0.000000,0.000000,0.233064,0.306852,-0.073788,32,0.0,i120/CLK,rise
i120/SI,-0.073788,-0.069509,0.306852,0.300677,i125/CLK,0.000000,0.000000,0.000000,0.231168,0.300677,-0.069509,32,0.0,i120/CLK,fall
i121/D,0.149889,0.148298,0.076330,0.078569,i43/i135/CLK,0.000000,0.000000,0.000000,0.226219,0.076330,0.149889,4,0.0,i121/CLK,rise
i121/D,0.149889,0.148298,0.076330,0.078569,i43/i135/CLK,0.000000,0.000000,0.000000,0.226867,0.078569,0.148298,4,0.0,i121/CLK,fall
i121/SE,-0.053922,-0.102660,0.273705,0.260640,i1550/CLK,0.000000,0.000000,0.000000,0.219783,0.273705,-0.053922,4,0.0,i121/CLK,rise
i121/SE,-0.053922,-0.102660,0.273705,0.260640,i1550/CLK,0.000000,0.000000,0.000000,0.157980,0.260640,-0.102660,4,0.0,i121/CLK,fall
i121/SI,-0.066757,-0.059030,0.299929,0.290037,i135/CLK,0.000000,0.000000,0.000000,0.233173,0.299929,-0.066757,36,0.0,i121/CLK,rise
i121/SI,-0.066757,-0.059030,0.299929,0.290037,i135/CLK,0.000000,0.000000,0.000000,0.231006,0.290037,-0.059030,34,0.0,i121/CLK,fall
i122/D,0.153723,0.151023,0.072099,0.074870,i43/i136/CLK,0.000000,0.000000,0.000000,0.225821,0.072099,0.153723,4,0.0,i122/CLK,rise
i122/D,0.153723,0.151023,0.072099,0.074870,i43/i136/CLK,0.000000,0.000000,0.000000,0.225893,0.074870,0.151023,4,0.0,i122/CLK,fall
i122/SE,-0.053908,-0.102643,0.273691,0.260627,i1550/CLK,0.000000,0.000000,0.000000,0.219783,0.273691,-0.053908,4,0.0,i122/CLK,rise
i122/SE,-0.053908,-0.102643,0.273691,0.260627,i1550/CLK,0.000000,0.000000,0.000000,0.157984,0.260627,-0.102643,4,0.0,i122/CLK,fall
i122/SI,-0.060943,-0.060017,0.293177,0.291790,i127/CLK,0.000000,0.000000,0.000000,0.232234,0.293177,-0.060943,32,0.0,i122/CLK,rise
i122/SI,-0.060943,-0.060017,0.293177,0.291790,i127/CLK,0.000000,0.000000,0.000000,0.231773,0.291790,-0.060017,32,0.0,i122/CLK,fall
i123/D,0.153261,0.150798,0.072642,0.075263,i43/i137/CLK,0.000000,0.000000,0.000000,0.225902,0.072642,0.153261,4,0.0,i123/CLK,rise
i123/D,0.153261,0.150798,0.072642,0.075263,i43/i137/CLK,0.000000,0.000000,0.000000,0.226062,0.075263,0.150798,4,0.0,i123/CLK,fall
i123/SE,-0.053057,-0.101629,0.272864,0.259819,i1550/CLK,0.000000,0.000000,0.000000,0.219807,0.272864,-0.053057,4,0.0,i123/CLK,rise
i123/SE,-0.053057,-0.101629,0.272864,0.259819,i1550/CLK,0.000000,0.000000,0.000000,0.158190,0.259819,-0.101629,4,0.0,i123/CLK,fall
i123/SI,-0.088862,-0.083658,0.321485,0.315034,i176/CLK,0.000000,0.000000,0.000000,0.232623,0.321485,-0.088862,32,0.0,i123/CLK,rise
i123/SI,-0.088862,-0.083658,0.321485,0.315034,i176/CLK,0.000000,0.000000,0.000000,0.231376,0.315034,-0.083658,32,0.0,i123/CLK,fall
i124/D,0.174151,0.173844,0.050404,0.054507,i43/i162/CLK,0.000000,0.000000,0.000000,0.224555,0.050404,0.174151,4,0.0,i124/CLK,rise
i124/D,0.174151,0.173844,0.050404,0.054507,i43/i162/CLK,0.000000,0.000000,0.000000,0.228351,0.054507,0.173844,4,0.0,i124/CLK,fall
i124/SE,0.021784,-0.013253,0.200030,0.188806,i1550/CLK,0.000000,0.000000,0.000000,0.221813,0.200030,0.021784,4,0.0,i124/CLK,rise
i124/SE,0.021784,-0.013253,0.200030,0.188806,i1550/CLK,0.000000,0.000000,0.000000,0.175553,0.188806,-0.013253,4,0.0,i124/CLK,fall
i124/SI,-0.066232,-0.062804,0.299491,0.293265,i1321/CLK,0.000000,0.000000,0.000000,0.233259,0.299491,-0.066232,32,0.0,i124/CLK,rise
i124/SI,-0.066232,-0.062804,0.299491,0.293265,i1321/CLK,0.000000,0.000000,0.000000,0.230461,0.293265,-0.062804,32,0.0,i124/CLK,fall
i125/D,0.164456,0.157924,0.060898,0.067709,i43/i164/CLK,0.000000,0.000000,0.000000,0.225353,0.060898,0.164456,4,0.0,i125/CLK,rise
i125/D,0.164456,0.157924,0.060898,0.067709,i43/i164/CLK,0.000000,0.000000,0.000000,0.225633,0.067709,0.157924,4,0.0,i125/CLK,fall
i125/SE,0.023589,-0.011144,0.198268,0.187091,i1550/CLK,0.000000,0.000000,0.000000,0.221857,0.198268,0.023589,4,0.0,i125/CLK,rise
i125/SE,0.023589,-0.011144,0.198268,0.187091,i1550/CLK,0.000000,0.000000,0.000000,0.175947,0.187091,-0.011144,4,0.0,i125/CLK,fall
i125/SI,-0.064856,-0.061735,0.298131,0.292034,i141/CLK,0.000000,0.000000,0.000000,0.233275,0.298131,-0.064856,38,0.0,i125/CLK,rise
i125/SI,-0.064856,-0.061735,0.298131,0.292034,i141/CLK,0.000000,0.000000,0.000000,0.230299,0.292034,-0.061735,38,0.0,i125/CLK,fall
i126/D,0.173846,0.176283,0.050832,0.052550,i214/CLK,0.000000,0.000000,0.000000,0.224677,0.050832,0.173846,4,0.0,i126/CLK,rise
i126/D,0.173846,0.176283,0.050832,0.052550,i214/CLK,0.000000,0.000000,0.000000,0.228832,0.052550,0.176283,4,0.0,i126/CLK,fall
i126/SE,0.023135,-0.011674,0.198711,0.187522,i1550/CLK,0.000000,0.000000,0.000000,0.221846,0.198711,0.023135,4,0.0,i126/CLK,rise
i126/SE,0.023135,-0.011674,0.198711,0.187522,i1550/CLK,0.000000,0.000000,0.000000,0.175848,0.187522,-0.011674,4,0.0,i126/CLK,fall
i126/SI,-0.071611,-0.067816,0.304852,0.298887,i1321/CLK,0.000000,0.000000,0.000000,0.233241,0.304852,-0.071611,32,0.0,i126/CLK,rise
i126/SI,-0.071611,-0.067816,0.304852,0.298887,i1321/CLK,0.000000,0.000000,0.000000,0.231072,0.298887,-0.067816,32,0.0,i126/CLK,fall
i127/D,0.168103,0.163835,0.056836,0.062489,i43/i166/CLK,0.000000,0.000000,0.000000,0.224939,0.056836,0.168103,4,0.0,i127/CLK,rise
i127/D,0.168103,0.163835,0.056836,0.062489,i43/i166/CLK,0.000000,0.000000,0.000000,0.226324,0.062489,0.163835,4,0.0,i127/CLK,fall
i127/SE,0.026602,-0.007627,0.195328,0.184228,i1550/CLK,0.000000,0.000000,0.000000,0.221930,0.195328,0.026602,4,0.0,i127/CLK,rise
i127/SE,0.026602,-0.007627,0.195328,0.184228,i1550/CLK,0.000000,0.000000,0.000000,0.176601,0.184228,-0.007627,4,0.0,i127/CLK,fall
i127/SI,-0.071102,-0.070521,0.304371,0.301053,i184/CLK,0.000000,0.000000,0.000000,0.233269,0.304371,-0.071102,32,0.0,i127/CLK,rise
i127/SI,-0.071102,-0.070521,0.304371,0.301053,i184/CLK,0.000000,0.000000,0.000000,0.230533,0.301053,-0.070521,34,0.0,i127/CLK,fall
i128/D,0.167859,0.162683,0.057204,0.063076,i43/i167/CLK,0.000000,0.000000,0.000000,0.225064,0.057204,0.167859,4,0.0,i128/CLK,rise
