from_pin.full_name,to_pin.full_name,sense,delay_max_rise,delay_max_fall,variation_delay_max_rise.mean,variation_delay_max_rise.std_dev,variation_delay_max_fall.mean,variation_delay_max_fall.std_dev
i48/i108/A,i48/i108/Y,negative_unate,16.147385,10.82742,16.147385,UNINIT,10.82742,UNINIT
i48/i108/B,i48/i108/Y,negative_unate,21.081518,12.802808,21.081518,UNINIT,12.802808,UNINIT
i48/i108/C,i48/i108/Y,negative_unate,25.427797,11.251036,25.427797,UNINIT,11.251036,UNINIT
i48/i109/A1,i48/i109/Y,negative_unate,13.427521,12.701732,13.427521,UNINIT,12.701732,UNINIT
i48/i109/A2,i48/i109/Y,negative_unate,13.16957,10.022766,13.16957,UNINIT,10.022766,UNINIT
i48/i109/B,i48/i109/Y,negative_unate,13.394361,10.325935,13.394361,UNINIT,10.325935,UNINIT
i48/i11/A,i48/i11/Y,positive_unate,18.059723,20.050478,18.059723,UNINIT,20.050478,UNINIT
i48/i11/B,i48/i11/Y,positive_unate,19.851048,18.698103,19.851048,UNINIT,18.698103,UNINIT
i48/i110/A,i48/i110/Y,negative_unate,12.425075,17.241175,12.425075,UNINIT,17.241175,UNINIT
i48/i110/B,i48/i110/Y,negative_unate,12.624388,12.188787,12.624388,UNINIT,12.188787,UNINIT
i48/i111/A,i48/i111/Y,negative_unate,17.892673,12.57016,17.892673,UNINIT,12.57016,UNINIT
i48/i111/B,i48/i111/Y,negative_unate,12.905281,12.07872,12.905281,UNINIT,12.07872,UNINIT
i48/i112/A,i48/i112/Y,negative_unate,21.212864,25.045321,21.212864,UNINIT,25.045321,UNINIT
i48/i112/B,i48/i112/Y,negative_unate,22.091465,21.177305,22.091465,UNINIT,21.177305,UNINIT
i48/i113/A,i48/i113/Y,negative_unate,12.387767,13.855729,12.387767,UNINIT,13.855729,UNINIT
i48/i113/B,i48/i113/Y,negative_unate,13.953968,13.614951,13.953968,UNINIT,13.614951,UNINIT
i48/i114/A,i48/i114/Y,negative_unate,12.877503,13.870015,12.877503,UNINIT,13.870015,UNINIT
i48/i114/B,i48/i114/Y,negative_unate,16.36232,15.670089,16.36232,UNINIT,15.670089,UNINIT
i48/i115/A,i48/i115/Y,negative_unate,11.184808,12.247093,11.184808,UNINIT,12.247093,UNINIT
i48/i115/B,i48/i115/Y,negative_unate,13.76229,13.354932,13.76229,UNINIT,13.354932,UNINIT
i48/i116/A,i48/i116/Y,negative_unate,16.301952,8.839337,16.301952,UNINIT,8.839337,UNINIT
i48/i116/B,i48/i116/Y,negative_unate,16.999416,8.892905,16.999416,UNINIT,8.892905,UNINIT
i48/i116/C,i48/i116/Y,negative_unate,18.333584,11.000224,18.333584,UNINIT,11.000224,UNINIT
i48/i116/D,i48/i116/Y,negative_unate,18.173651,11.131106,18.173651,UNINIT,11.131106,UNINIT
i48/i117/A,i48/i117/Y,negative_unate,9.858943,5.505069,9.858943,UNINIT,5.505069,UNINIT
i48/i117/B,i48/i117/Y,negative_unate,8.011613,6.563981,8.011613,UNINIT,6.563981,UNINIT
i48/i118/A,i48/i118/Y,negative_unate,19.266027,9.589551,19.266027,UNINIT,9.589551,UNINIT
i48/i118/B,i48/i118/Y,negative_unate,20.655235,11.333546,20.655235,UNINIT,11.333546,UNINIT
i48/i118/C,i48/i118/Y,negative_unate,21.065371,10.381719,21.065371,UNINIT,10.381719,UNINIT
i48/i118/D,i48/i118/Y,negative_unate,21.501026,12.109989,21.501026,UNINIT,12.109989,UNINIT
i48/i119/A,i48/i119/Y,negative_unate,16.307167,9.837852,16.307167,UNINIT,9.837852,UNINIT
i48/i119/B,i48/i119/Y,negative_unate,15.923816,10.824071,15.923816,UNINIT,10.824071,UNINIT
i48/i119/C,i48/i119/Y,negative_unate,14.67461,10.510969,14.67461,UNINIT,10.510969,UNINIT
i48/i12/A,i48/i12/Y,negative_unate,20.806551,13.097266,20.806551,UNINIT,13.097266,UNINIT
i48/i12/B,i48/i12/Y,negative_unate,21.895195,13.872427,21.895195,UNINIT,13.872427,UNINIT
i48/i12/C,i48/i12/Y,negative_unate,21.035021,13.561741,21.035021,UNINIT,13.561741,UNINIT
i48/i120/A,i48/i120/Y,negative_unate,17.978481,6.097548,17.978481,UNINIT,6.097548,UNINIT
i48/i120/B,i48/i120/Y,negative_unate,14.00852,7.921945,14.00852,UNINIT,7.921945,UNINIT
i48/i121/A,i48/i121/Y,negative_unate,13.77871,18.800329,13.77871,UNINIT,18.800329,UNINIT
i48/i121/B,i48/i121/Y,negative_unate,15.039351,15.157649,15.039351,UNINIT,15.157649,UNINIT
i48/i122/A,i48/i122/Y,negative_unate,13.150989,12.702346,13.150989,UNINIT,12.702346,UNINIT
i48/i122/B,i48/i122/Y,negative_unate,11.014011,9.707657,11.014011,UNINIT,9.707657,UNINIT
i48/i123/A,i48/i123/Y,negative_unate,16.362543,7.92274,16.362543,UNINIT,7.92274,UNINIT
i48/i123/B,i48/i123/Y,negative_unate,13.783922,9.26107,13.783922,UNINIT,9.26107,UNINIT
i48/i124/A,i48/i124/Y,negative_unate,12.741663,14.067297,12.741663,UNINIT,14.067297,UNINIT
i48/i124/B,i48/i124/Y,negative_unate,14.813146,13.846903,14.813146,UNINIT,13.846903,UNINIT
i48/i124/C,i48/i124/Y,negative_unate,14.888803,12.142221,14.888803,UNINIT,12.142221,UNINIT
i48/i125/A,i48/i125/Y,negative_unate,21.969784,13.088212,21.969784,UNINIT,13.088212,UNINIT
i48/i125/B,i48/i125/Y,negative_unate,18.95956,11.505191,18.95956,UNINIT,11.505191,UNINIT
i48/i125/C,i48/i125/Y,negative_unate,19.110102,13.041363,19.110102,UNINIT,13.041363,UNINIT
i48/i126/A,i48/i126/Y,negative_unate,15.611238,11.577121,15.611238,UNINIT,11.577121,UNINIT
i48/i126/B,i48/i126/Y,negative_unate,17.109385,14.731805,17.109385,UNINIT,14.731805,UNINIT
i48/i127/A,i48/i127/Y,negative_unate,9.937549,12.261192,9.937549,UNINIT,12.261192,UNINIT
i48/i127/B,i48/i127/Y,negative_unate,8.303157,8.190111,8.303157,UNINIT,8.190111,UNINIT
i48/i128/A,i48/i128/Y,negative_unate,14.465479,8.394583,14.465479,UNINIT,8.394583,UNINIT
i48/i128/B,i48/i128/Y,negative_unate,9.527335,8.430372,9.527335,UNINIT,8.430372,UNINIT
i48/i129/A,i48/i129/Y,negative_unate,9.896758,10.935487,9.896758,UNINIT,10.935487,UNINIT
i48/i129/B,i48/i129/Y,negative_unate,11.344401,10.987,11.344401,UNINIT,10.987,UNINIT
i48/i13/A,i48/i13/Y,negative_unate,15.945026,17.133358,15.945026,UNINIT,17.133358,UNINIT
i48/i13/B,i48/i13/Y,negative_unate,18.039824,16.091877,18.039824,UNINIT,16.091877,UNINIT
i48/i130/A,i48/i130/Y,negative_unate,15.660028,16.783737,15.660028,UNINIT,16.783737,UNINIT
i48/i130/B,i48/i130/Y,negative_unate,14.541999,17.567226,14.541999,UNINIT,17.567226,UNINIT
i48/i130/C,i48/i130/Y,negative_unate,13.072849,14.965348,13.072849,UNINIT,14.965348,UNINIT
i48/i131/A,i48/i131/Y,negative_unate,6.911548,4.828179,6.911548,UNINIT,4.828179,UNINIT
i48/i132/A,i48/i132/Y,negative_unate,7.091714,5.150214,7.091714,UNINIT,5.150214,UNINIT
i48/i133/A,i48/i133/Y,negative_unate,23.51343,12.077622,23.51343,UNINIT,12.077622,UNINIT
i48/i133/B,i48/i133/Y,negative_unate,24.221764,12.692557,24.221764,UNINIT,12.692557,UNINIT
i48/i133/C,i48/i133/Y,negative_unate,24.192448,11.461784,24.192448,UNINIT,11.461784,UNINIT
i48/i133/D,i48/i133/Y,negative_unate,24.47197,13.167553,24.47197,UNINIT,13.167553,UNINIT
i48/i134/A1,i48/i134/Y,negative_unate,15.05131,10.264583,15.05131,UNINIT,10.264583,UNINIT
i48/i134/A2,i48/i134/Y,negative_unate,14.006396,12.250591,14.006396,UNINIT,12.250591,UNINIT
i48/i134/B,i48/i134/Y,negative_unate,13.383993,8.758232,13.383993,UNINIT,8.758232,UNINIT
i48/i134/C,i48/i134/Y,negative_unate,12.759186,8.286809,12.759186,UNINIT,8.286809,UNINIT
i48/i135/A1,i48/i135/Y,negative_unate,15.04423,10.038647,15.04423,UNINIT,10.038647,UNINIT
i48/i135/A2,i48/i135/Y,negative_unate,13.649332,12.065145,13.649332,UNINIT,12.065145,UNINIT
i48/i135/B,i48/i135/Y,negative_unate,14.257357,9.485241,14.257357,UNINIT,9.485241,UNINIT
i48/i135/C,i48/i135/Y,negative_unate,13.157053,9.135386,13.157053,UNINIT,9.135386,UNINIT
i48/i136/A,i48/i136/Y,negative_unate,12.708797,6.970878,12.708797,UNINIT,6.970878,UNINIT
i48/i136/B,i48/i136/Y,negative_unate,10.744742,8.108649,10.744742,UNINIT,8.108649,UNINIT
i48/i137/A,i48/i137/Y,negative_unate,11.237355,15.665897,11.237355,UNINIT,15.665897,UNINIT
i48/i137/B,i48/i137/Y,negative_unate,11.200597,15.757506,11.200597,UNINIT,15.757506,UNINIT
i48/i137/C,i48/i137/Y,negative_unate,10.997372,15.928158,10.997372,UNINIT,15.928158,UNINIT
i48/i137/D,i48/i137/Y,negative_unate,13.62982,16.619892,13.62982,UNINIT,16.619892,UNINIT
i48/i137/E,i48/i137/Y,negative_unate,13.7089,16.379156,13.7089,UNINIT,16.379156,UNINIT
i48/i138/A,i48/i138/Y,negative_unate,22.063885,11.554351,22.063885,UNINIT,11.554351,UNINIT
i48/i138/B,i48/i138/Y,negative_unate,22.529036,11.433889,22.529036,UNINIT,11.433889,UNINIT
i48/i138/C,i48/i138/Y,negative_unate,22.968685,11.885202,22.968685,UNINIT,11.885202,UNINIT
i48/i138/D,i48/i138/Y,negative_unate,22.538408,11.052693,22.538408,UNINIT,11.052693,UNINIT
i48/i139/A,i48/i139/Y,negative_unate,9.924624,11.754082,9.924624,UNINIT,11.754082,UNINIT
i48/i139/B,i48/i139/Y,negative_unate,10.861257,11.154686,10.861257,UNINIT,11.154686,UNINIT
i48/i14/A,i48/i14/Y,negative_unate,9.323303,11.708531,9.323303,UNINIT,11.708531,UNINIT
i48/i14/B,i48/i14/Y,negative_unate,11.537413,12.872608,11.537413,UNINIT,12.872608,UNINIT
i48/i14/C,i48/i14/Y,negative_unate,12.178457,12.68032,12.178457,UNINIT,12.68032,UNINIT
i48/i14/D,i48/i14/Y,negative_unate,11.506882,12.242375,11.506882,UNINIT,12.242375,UNINIT
i48/i140/A1,i48/i140/Y,negative_unate,15.988816,12.314577,15.988816,UNINIT,12.314577,UNINIT
i48/i140/A2,i48/i140/Y,negative_unate,17.978746,15.898357,17.978746,UNINIT,15.898357,UNINIT
i48/i140/B,i48/i140/Y,negative_unate,18.865263,13.035929,18.865263,UNINIT,13.035929,UNINIT
i48/i140/C,i48/i140/Y,negative_unate,16.239603,10.469746,16.239603,UNINIT,10.469746,UNINIT
i48/i141/A1,i48/i141/Y,positive_unate,16.574217,16.487549,16.574217,UNINIT,16.487549,UNINIT
i48/i141/A2,i48/i141/Y,positive_unate,16.810873,18.999258,16.810873,UNINIT,18.999258,UNINIT
i48/i141/B,i48/i141/Y,positive_unate,15.142243,13.020128,15.142243,UNINIT,13.020128,UNINIT
i48/i142/A,i48/i142/Y,negative_unate,19.133375,9.8751,19.133375,UNINIT,9.8751,UNINIT
i48/i142/B,i48/i142/Y,negative_unate,17.609682,8.852222,17.609682,UNINIT,8.852222,UNINIT
i48/i142/C,i48/i142/Y,negative_unate,19.334471,10.912571,19.334471,UNINIT,10.912571,UNINIT
i48/i142/D,i48/i142/Y,negative_unate,18.875494,9.627598,18.875494,UNINIT,9.627598,UNINIT
i48/i143/A,i48/i143/Y,negative_unate,9.447954,13.552374,9.447954,UNINIT,13.552374,UNINIT
i48/i143/B,i48/i143/Y,negative_unate,10.162715,14.381538,10.162715,UNINIT,14.381538,UNINIT
i48/i143/C,i48/i143/Y,negative_unate,10.458651,14.894293,10.458651,UNINIT,14.894293,UNINIT
i48/i143/D,i48/i143/Y,negative_unate,11.518841,15.369226,11.518841,UNINIT,15.369226,UNINIT
i48/i143/E,i48/i143/Y,negative_unate,11.729568,15.283196,11.729568,UNINIT,15.283196,UNINIT
i48/i144/A,i48/i144/Y,negative_unate,14.869274,8.664282,14.869274,UNINIT,8.664282,UNINIT
i48/i144/B,i48/i144/Y,negative_unate,15.794626,10.355754,15.794626,UNINIT,10.355754,UNINIT
i48/i144/C,i48/i144/Y,negative_unate,12.636247,9.022116,12.636247,UNINIT,9.022116,UNINIT
i48/i145/A,i48/i145/Y,negative_unate,14.718425,11.004404,14.718425,UNINIT,11.004404,UNINIT
i48/i145/B,i48/i145/Y,negative_unate,20.280022,15.98397,20.280022,UNINIT,15.98397,UNINIT
i48/i146/A,i48/i146/Y,negative_unate,16.800987,27.404808,16.800987,UNINIT,27.404808,UNINIT
i48/i146/B,i48/i146/Y,negative_unate,17.224871,27.964573,17.224871,UNINIT,27.964573,UNINIT
i48/i146/C,i48/i146/Y,negative_unate,18.249599,28.870609,18.249599,UNINIT,28.870609,UNINIT
i48/i146/D,i48/i146/Y,negative_unate,18.872944,29.300663,18.872944,UNINIT,29.300663,UNINIT
i48/i146/E,i48/i146/Y,negative_unate,19.479675,29.127323,19.479675,UNINIT,29.127323,UNINIT
i48/i147/A1,i48/i147/Y,negative_unate,17.48336,13.114749,17.48336,UNINIT,13.114749,UNINIT
i48/i147/A2,i48/i147/Y,negative_unate,18.079142,12.689343,18.079142,UNINIT,12.689343,UNINIT
i48/i147/B,i48/i147/Y,negative_unate,15.988225,12.061317,15.988225,UNINIT,12.061317,UNINIT
i48/i147/C,i48/i147/Y,negative_unate,16.733351,12.082221,16.733351,UNINIT,12.082221,UNINIT
i48/i148/A,i48/i148/Y,negative_unate,10.405509,13.136149,10.405509,UNINIT,13.136149,UNINIT
i48/i148/B,i48/i148/Y,negative_unate,11.400829,13.397436,11.400829,UNINIT,13.397436,UNINIT
i48/i148/C,i48/i148/Y,negative_unate,13.345143,13.746372,13.345143,UNINIT,13.746372,UNINIT
i48/i148/D,i48/i148/Y,negative_unate,13.022419,13.213172,13.022419,UNINIT,13.213172,UNINIT
i48/i149/A,i48/i149/Y,negative_unate,10.304351,13.102166,10.304351,UNINIT,13.102166,UNINIT
i48/i149/B,i48/i149/Y,negative_unate,10.471991,13.119177,10.471991,UNINIT,13.119177,UNINIT
i48/i149/C,i48/i149/Y,negative_unate,10.856083,13.646243,10.856083,UNINIT,13.646243,UNINIT
i48/i149/D,i48/i149/Y,negative_unate,10.734435,14.054155,10.734435,UNINIT,14.054155,UNINIT
i48/i149/E,i48/i149/Y,negative_unate,11.176711,13.991815,11.176711,UNINIT,13.991815,UNINIT
i48/i15/A,i48/i15/Y,negative_unate,26.805477,14.167209,26.805477,UNINIT,14.167209,UNINIT
i48/i15/B,i48/i15/Y,negative_unate,25.180429,14.089151,25.180429,UNINIT,14.089151,UNINIT
i48/i15/C,i48/i15/Y,negative_unate,23.303968,15.247288,23.303968,UNINIT,15.247288,UNINIT
i48/i150/A,i48/i150/Y,negative_unate,9.874966,6.256833,9.874966,UNINIT,6.256833,UNINIT
i48/i150/B,i48/i150/Y,negative_unate,9.979342,7.998398,9.979342,UNINIT,7.998398,UNINIT
i48/i151/A,i48/i151/Y,negative_unate,8.083267,8.591109,8.083267,UNINIT,8.591109,UNINIT
i48/i151/B,i48/i151/Y,negative_unate,9.113834,8.002333,9.113834,UNINIT,8.002333,UNINIT
i48/i151/C,i48/i151/Y,negative_unate,9.346205,7.526099,9.346205,UNINIT,7.526099,UNINIT
i48/i152/A,i48/i152/Y,negative_unate,15.464078,9.425055,15.464078,UNINIT,9.425055,UNINIT
i48/i152/B,i48/i152/Y,negative_unate,13.560455,11.539399,13.560455,UNINIT,11.539399,UNINIT
i48/i153/A,i48/i153/Y,negative_unate,18.457941,17.66077,18.457941,UNINIT,17.66077,UNINIT
i48/i153/B,i48/i153/Y,negative_unate,20.504768,19.335007,20.504768,UNINIT,19.335007,UNINIT
i48/i154/A,i48/i154/Y,negative_unate,13.433949,8.883906,13.433949,UNINIT,8.883906,UNINIT
i48/i154/B,i48/i154/Y,negative_unate,13.236081,10.820106,13.236081,UNINIT,10.820106,UNINIT
i48/i155/A,i48/i155/Y,negative_unate,14.046619,15.21075,14.046619,UNINIT,15.21075,UNINIT
i48/i155/B,i48/i155/Y,negative_unate,12.247262,11.613048,12.247262,UNINIT,11.613048,UNINIT
i48/i156/A,i48/i156/Y,negative_unate,20.363417,13.499142,20.363417,UNINIT,13.499142,UNINIT
i48/i156/B,i48/i156/Y,negative_unate,23.498112,13.3089,23.498112,UNINIT,13.3089,UNINIT
i48/i156/C,i48/i156/Y,negative_unate,24.608877,12.348616,24.608877,UNINIT,12.348616,UNINIT
i48/i157/A,i48/i157/Y,negative_unate,13.313704,11.788472,13.313704,UNINIT,11.788472,UNINIT
i48/i158/A,i48/i158/Y,negative_unate,6.680355,5.634471,6.680355,UNINIT,5.634471,UNINIT
i48/i159/A,i48/i159/Y,negative_unate,8.272414,5.918034,8.272414,UNINIT,5.918034,UNINIT
i48/i16/A,i48/i16/Y,negative_unate,9.651813,11.87422,9.651813,UNINIT,11.87422,UNINIT
i48/i16/B,i48/i16/Y,negative_unate,11.288755,12.557806,11.288755,UNINIT,12.557806,UNINIT
i48/i16/C,i48/i16/Y,negative_unate,13.767018,12.951258,13.767018,UNINIT,12.951258,UNINIT
i48/i16/D,i48/i16/Y,negative_unate,12.248141,12.585693,12.248141,UNINIT,12.585693,UNINIT
i48/i160/A,i48/i160/Y,negative_unate,12.12193,8.834846,12.12193,UNINIT,8.834846,UNINIT
i48/i161/A,i48/i161/Y,negative_unate,6.034754,4.966309,6.034754,UNINIT,4.966309,UNINIT
i48/i162/A,i48/i162/Y,negative_unate,8.916591,6.858244,8.916591,UNINIT,6.858244,UNINIT
i48/i163/A,i48/i163/Y,negative_unate,9.413741,7.340701,9.413741,UNINIT,7.340701,UNINIT
i48/i164/A,i48/i164/Y,negative_unate,13.462924,9.287204,13.462924,UNINIT,9.287204,UNINIT
i48/i165/A,i48/i165/Y,negative_unate,9.165079,7.224975,9.165079,UNINIT,7.224975,UNINIT
i48/i166/A,i48/i166/Y,negative_unate,16.497152,7.668015,16.497152,UNINIT,7.668015,UNINIT
i48/i166/B,i48/i166/Y,negative_unate,10.798166,7.72985,10.798166,UNINIT,7.72985,UNINIT
i48/i167/A,i48/i167/Y,negative_unate,10.960069,12.40769,10.960069,UNINIT,12.40769,UNINIT
i48/i167/B,i48/i167/Y,negative_unate,12.890159,12.726525,12.890159,UNINIT,12.726525,UNINIT
i48/i168/A,i48/i168/Y,negative_unate,13.652756,5.833791,13.652756,UNINIT,5.833791,UNINIT
i48/i168/B,i48/i168/Y,negative_unate,13.312211,7.63357,13.312211,UNINIT,7.63357,UNINIT
i48/i169/A,i48/i169/Y,negative_unate,7.786895,5.057062,7.786895,UNINIT,5.057062,UNINIT
i48/i169/B,i48/i169/Y,negative_unate,8.730841,6.500543,8.730841,UNINIT,6.500543,UNINIT
i48/i17/A,i48/i17/Y,positive_unate,26.283813,24.48937,26.283813,UNINIT,24.48937,UNINIT
i48/i17/B,i48/i17/Y,positive_unate,24.021805,24.744671,24.021805,UNINIT,24.744671,UNINIT
i48/i17/C,i48/i17/Y,positive_unate,23.302437,30.488722,23.302437,UNINIT,30.488722,UNINIT
i48/i170/A1,i48/i170/Y,negative_unate,12.681597,10.521017,12.681597,UNINIT,10.521017,UNINIT
i48/i170/A2,i48/i170/Y,negative_unate,13.496604,9.317427,13.496604,UNINIT,9.317427,UNINIT
i48/i170/A3,i48/i170/Y,negative_unate,14.793045,8.380122,14.793045,UNINIT,8.380122,UNINIT
i48/i170/B,i48/i170/Y,negative_unate,17.391617,8.014675,17.391617,UNINIT,8.014675,UNINIT
i48/i171/A,i48/i171/Y,negative_unate,13.572543,8.073159,13.572543,UNINIT,8.073159,UNINIT
i48/i171/B,i48/i171/Y,negative_unate,11.497529,7.526135,11.497529,UNINIT,7.526135,UNINIT
i48/i171/C,i48/i171/Y,negative_unate,11.48817,7.843896,11.48817,UNINIT,7.843896,UNINIT
i48/i172/A,i48/i172/Y,negative_unate,17.296482,9.923289,17.296482,UNINIT,9.923289,UNINIT
i48/i172/B,i48/i172/Y,negative_unate,17.89777,10.282611,17.89777,UNINIT,10.282611,UNINIT
i48/i172/C,i48/i172/Y,negative_unate,18.70528,12.551346,18.70528,UNINIT,12.551346,UNINIT
i48/i173/A1,i48/i173/Y,negative_unate,15.012946,9.515089,15.012946,UNINIT,9.515089,UNINIT
i48/i173/A2,i48/i173/Y,negative_unate,13.521856,10.347941,13.521856,UNINIT,10.347941,UNINIT
i48/i173/A3,i48/i173/Y,negative_unate,12.241273,10.869202,12.241273,UNINIT,10.869202,UNINIT
i48/i173/B,i48/i173/Y,negative_unate,9.467168,12.946955,9.467168,UNINIT,12.946955,UNINIT
i48/i174/A1,i48/i174/Y,negative_unate,14.459654,15.98258,14.459654,UNINIT,15.98258,UNINIT
i48/i174/A2,i48/i174/Y,negative_unate,14.79149,13.204301,14.79149,UNINIT,13.204301,UNINIT
i48/i174/B1,i48/i174/Y,negative_unate,15.182775,12.284368,15.182775,UNINIT,12.284368,UNINIT
i48/i174/B2,i48/i174/Y,negative_unate,14.825946,10.371844,14.825946,UNINIT,10.371844,UNINIT
i48/i174/C,i48/i174/Y,negative_unate,15.285242,10.048558,15.285242,UNINIT,10.048558,UNINIT
i48/i175/A1,i48/i175/Y,negative_unate,13.929077,9.19464,13.929077,UNINIT,9.19464,UNINIT
i48/i175/A2,i48/i175/Y,negative_unate,13.477667,10.276174,13.477667,UNINIT,10.276174,UNINIT
i48/i175/A3,i48/i175/Y,negative_unate,12.214664,10.868278,12.214664,UNINIT,10.868278,UNINIT
i48/i175/B,i48/i175/Y,negative_unate,9.414424,12.999783,9.414424,UNINIT,12.999783,UNINIT
i48/i176/A1,i48/i176/Y,negative_unate,10.517946,9.862614,10.517946,UNINIT,9.862614,UNINIT
i48/i176/A2,i48/i176/Y,negative_unate,12.016242,8.791076,12.016242,UNINIT,8.791076,UNINIT
i48/i176/B,i48/i176/Y,negative_unate,12.998821,9.25082,12.998821,UNINIT,9.25082,UNINIT
i48/i177/A1,i48/i177/Y,negative_unate,24.485373,10.421668,24.485373,UNINIT,10.421668,UNINIT
i48/i177/A2,i48/i177/Y,negative_unate,19.564789,11.335353,19.564789,UNINIT,11.335353,UNINIT
i48/i177/B1,i48/i177/Y,negative_unate,16.994265,12.72465,16.994265,UNINIT,12.72465,UNINIT
i48/i177/B2,i48/i177/Y,negative_unate,15.47505,13.597005,15.47505,UNINIT,13.597005,UNINIT
i48/i177/C,i48/i177/Y,negative_unate,13.169921,12.960302,13.169921,UNINIT,12.960302,UNINIT
i48/i178/A1,i48/i178/Y,negative_unate,11.830956,11.357595,11.830956,UNINIT,11.357595,UNINIT
i48/i178/A2,i48/i178/Y,negative_unate,11.58046,8.550014,11.58046,UNINIT,8.550014,UNINIT
i48/i178/B,i48/i178/Y,negative_unate,13.172021,7.04334,13.172021,UNINIT,7.04334,UNINIT
i48/i179/A1,i48/i179/Y,negative_unate,12.877473,10.009317,12.877473,UNINIT,10.009317,UNINIT
i48/i179/A2,i48/i179/Y,negative_unate,14.66648,9.988014,14.66648,UNINIT,9.988014,UNINIT
i48/i179/B,i48/i179/Y,negative_unate,12.909152,9.393317,12.909152,UNINIT,9.393317,UNINIT
i48/i179/C,i48/i179/Y,negative_unate,11.66896,8.44337,11.66896,UNINIT,8.44337,UNINIT
i48/i18/A,i48/i18/Y,negative_unate,10.005952,13.10318,10.005952,UNINIT,13.10318,UNINIT
i48/i18/B,i48/i18/Y,negative_unate,11.826324,13.897539,11.826324,UNINIT,13.897539,UNINIT
i48/i18/C,i48/i18/Y,negative_unate,13.464846,14.21781,13.464846,UNINIT,14.21781,UNINIT
i48/i18/D,i48/i18/Y,negative_unate,13.325562,13.866312,13.325562,UNINIT,13.866312,UNINIT
i48/i180/A,i48/i180/Y,negative_unate,11.029626,6.865071,11.029626,UNINIT,6.865071,UNINIT
i48/i180/B,i48/i180/Y,negative_unate,10.168159,6.587896,10.168159,UNINIT,6.587896,UNINIT
i48/i180/C,i48/i180/Y,negative_unate,10.943225,8.023602,10.943225,UNINIT,8.023602,UNINIT
i48/i181/A,i48/i181/Y,negative_unate,10.457454,11.41895,10.457454,UNINIT,11.41895,UNINIT
i48/i181/B,i48/i181/Y,negative_unate,11.651453,10.654479,11.651453,UNINIT,10.654479,UNINIT
i48/i181/C,i48/i181/Y,negative_unate,12.470877,9.822197,12.470877,UNINIT,9.822197,UNINIT
i48/i182/A1,i48/i182/Y,negative_unate,12.392476,8.674954,12.392476,UNINIT,8.674954,UNINIT
i48/i182/A2,i48/i182/Y,negative_unate,10.583367,10.2217,10.583367,UNINIT,10.2217,UNINIT
i48/i182/B1,i48/i182/Y,negative_unate,13.202302,7.087244,13.202302,UNINIT,7.087244,UNINIT
i48/i182/B2,i48/i182/Y,negative_unate,13.268692,9.277669,13.268692,UNINIT,9.277669,UNINIT
i48/i183/A1,i48/i183/Y,negative_unate,9.649881,9.294189,9.649881,UNINIT,9.294189,UNINIT
i48/i183/A2,i48/i183/Y,negative_unate,9.314863,7.605441,9.314863,UNINIT,7.605441,UNINIT
i48/i183/B,i48/i183/Y,negative_unate,9.047211,8.144516,9.047211,UNINIT,8.144516,UNINIT
i48/i184/A,i48/i184/Y,negative_unate,11.488662,14.649781,11.488662,UNINIT,14.649781,UNINIT
i48/i184/B,i48/i184/Y,negative_unate,12.302078,14.610362,12.302078,UNINIT,14.610362,UNINIT
i48/i184/C,i48/i184/Y,negative_unate,12.006675,14.199371,12.006675,UNINIT,14.199371,UNINIT
i48/i184/D,i48/i184/Y,negative_unate,12.349075,14.077528,12.349075,UNINIT,14.077528,UNINIT
i48/i185/A,i48/i185/Y,negative_unate,13.996794,8.051059,13.996794,UNINIT,8.051059,UNINIT
i48/i185/B,i48/i185/Y,negative_unate,12.21876,8.910868,12.21876,UNINIT,8.910868,UNINIT
i48/i186/A1,i48/i186/Y,negative_unate,23.49214,18.720617,23.49214,UNINIT,18.720617,UNINIT
i48/i186/A2,i48/i186/Y,negative_unate,25.227945,18.656664,25.227945,UNINIT,18.656664,UNINIT
i48/i186/B,i48/i186/Y,negative_unate,15.797896,17.599199,15.797896,UNINIT,17.599199,UNINIT
i48/i186/C,i48/i186/Y,negative_unate,16.285988,16.945807,16.285988,UNINIT,16.945807,UNINIT
i48/i187/A,i48/i187/Y,negative_unate,12.022462,12.32386,12.022462,UNINIT,12.32386,UNINIT
i48/i187/B,i48/i187/Y,negative_unate,16.207502,15.833883,16.207502,UNINIT,15.833883,UNINIT
i48/i188/A,i48/i188/Y,negative_unate,15.406225,17.944921,15.406225,UNINIT,17.944921,UNINIT
i48/i188/B,i48/i188/Y,negative_unate,15.982428,16.527096,15.982428,UNINIT,16.527096,UNINIT
i48/i189/A,i48/i189/Y,negative_unate,16.636044,12.8095,16.636044,UNINIT,12.8095,UNINIT
i48/i189/B,i48/i189/Y,negative_unate,17.135338,15.299458,17.135338,UNINIT,15.299458,UNINIT
i48/i19/A,i48/i19/Y,negative_unate,16.272749,9.852879,16.272749,UNINIT,9.852879,UNINIT
i48/i19/B,i48/i19/Y,negative_unate,15.843966,11.001231,15.843966,UNINIT,11.001231,UNINIT
i48/i190/A,i48/i190/Y,negative_unate,15.381283,16.099047,15.381283,UNINIT,16.099047,UNINIT
i48/i190/B,i48/i190/Y,negative_unate,18.04155,18.099199,18.04155,UNINIT,18.099199,UNINIT
i48/i191/A1,i48/i191/Y,negative_unate,26.120176,20.695473,26.120176,UNINIT,20.695473,UNINIT
