from_pin.full_name,to_pin.full_name,sense,delay_max_rise,delay_max_fall,variation_delay_max_rise.mean,variation_delay_max_rise.std_dev,variation_delay_max_fall.mean,variation_delay_max_fall.std_dev
i0/A,i0/Y,negative_unate,514.264832,473.755981,514.264832,UNINIT,473.755981,UNINIT
i1/A,i1/Y,negative_unate,8.816273,7.503047,8.816273,UNINIT,7.503047,UNINIT
i10/A,i10/Y,negative_unate,19.864439,18.678082,19.864439,UNINIT,18.678082,UNINIT
i1000/A,i1000/Y,negative_unate,12.169192,8.844029,12.169192,UNINIT,8.844029,UNINIT
i1000/B,i1000/Y,negative_unate,21.704763,8.379668,21.704763,UNINIT,8.379668,UNINIT
i1001/A,i1001/Y,negative_unate,11.558363,8.427676,11.558363,UNINIT,8.427676,UNINIT
i1001/B,i1001/Y,negative_unate,13.794452,8.056317,13.794452,UNINIT,8.056317,UNINIT
i1002/A,i1002/Y,negative_unate,12.643306,9.125985,12.643306,UNINIT,9.125985,UNINIT
i1002/B,i1002/Y,negative_unate,22.141216,8.632233,22.141216,UNINIT,8.632233,UNINIT
i1003/A,i1003/Y,negative_unate,14.530194,10.736171,14.530194,UNINIT,10.736171,UNINIT
i1003/B,i1003/Y,negative_unate,26.513351,10.714968,26.513351,UNINIT,10.714968,UNINIT
i1004/A,i1004/Y,negative_unate,12.001844,8.492889,12.001844,UNINIT,8.492889,UNINIT
i1004/B,i1004/Y,negative_unate,15.261868,8.101739,15.261868,UNINIT,8.101739,UNINIT
i1005/A,i1005/Y,negative_unate,11.453666,8.313721,11.453666,UNINIT,8.313721,UNINIT
i1005/B,i1005/Y,negative_unate,22.020956,7.432689,22.020956,UNINIT,7.432689,UNINIT
i1006/A,i1006/Y,negative_unate,14.320627,10.656345,14.320627,UNINIT,10.656345,UNINIT
i1006/B,i1006/Y,negative_unate,20.7631,11.00444,20.7631,UNINIT,11.00444,UNINIT
i1007/A,i1007/Y,negative_unate,12.63917,8.939723,12.63917,UNINIT,8.939723,UNINIT
i1007/B,i1007/Y,negative_unate,24.47967,7.308837,24.47967,UNINIT,7.308837,UNINIT
i1008/A,i1008/Y,negative_unate,16.35034,11.958968,16.35034,UNINIT,11.958968,UNINIT
i1008/B,i1008/Y,negative_unate,27.572792,11.997293,27.572792,UNINIT,11.997293,UNINIT
i1009/A,i1009/Y,negative_unate,12.312551,9.037289,12.312551,UNINIT,9.037289,UNINIT
i1009/B,i1009/Y,negative_unate,27.057652,7.521228,27.057652,UNINIT,7.521228,UNINIT
i1010/A,i1010/Y,negative_unate,16.150597,11.634665,16.150597,UNINIT,11.634665,UNINIT
i1010/B,i1010/Y,negative_unate,26.770193,11.323112,26.770193,UNINIT,11.323112,UNINIT
i1011/A,i1011/Y,negative_unate,11.723216,8.400397,11.723216,UNINIT,8.400397,UNINIT
i1011/B,i1011/Y,negative_unate,19.551359,7.799729,19.551359,UNINIT,7.799729,UNINIT
i1012/A,i1012/Y,negative_unate,11.394785,8.266076,11.394785,UNINIT,8.266076,UNINIT
i1012/B,i1012/Y,negative_unate,21.791681,7.395133,21.791681,UNINIT,7.395133,UNINIT
i1013/A,i1013/Y,negative_unate,12.239907,8.965449,12.239907,UNINIT,8.965449,UNINIT
i1013/B,i1013/Y,negative_unate,28.737488,6.878528,28.737488,UNINIT,6.878528,UNINIT
i1014/A,i1014/Y,negative_unate,12.052168,8.598806,12.052168,UNINIT,8.598806,UNINIT
i1014/B,i1014/Y,negative_unate,18.237663,8.160795,18.237663,UNINIT,8.160795,UNINIT
i1015/A,i1015/Y,negative_unate,12.062478,8.652171,12.062478,UNINIT,8.652171,UNINIT
i1015/B,i1015/Y,negative_unate,20.178501,8.105891,20.178501,UNINIT,8.105891,UNINIT
i1016/A,i1016/Y,negative_unate,12.018539,8.585722,12.018539,UNINIT,8.585722,UNINIT
i1016/B,i1016/Y,negative_unate,19.153641,8.065282,19.153641,UNINIT,8.065282,UNINIT
i1017/A,i1017/Y,negative_unate,12.568451,8.705019,12.568451,UNINIT,8.705019,UNINIT
i1017/B,i1017/Y,negative_unate,14.491404,8.128815,14.491404,UNINIT,8.128815,UNINIT
i1018/A,i1018/Y,negative_unate,12.106173,8.894427,12.106173,UNINIT,8.894427,UNINIT
i1018/B,i1018/Y,negative_unate,23.548889,8.216323,23.548889,UNINIT,8.216323,UNINIT
i1019/A,i1019/Y,negative_unate,11.45338,8.342395,11.45338,UNINIT,8.342395,UNINIT
i1019/B,i1019/Y,negative_unate,21.195436,7.710884,21.195436,UNINIT,7.710884,UNINIT
i1020/A,i1020/Y,negative_unate,11.76574,8.385016,11.76574,UNINIT,8.385016,UNINIT
i1020/B,i1020/Y,negative_unate,21.245258,7.552844,21.245258,UNINIT,7.552844,UNINIT
i1021/A,i1021/Y,negative_unate,14.739638,8.890623,14.739638,UNINIT,8.890623,UNINIT
i1021/B,i1021/Y,negative_unate,12.92349,7.796836,12.92349,UNINIT,7.796836,UNINIT
i1022/A,i1022/Y,negative_unate,11.53033,8.326734,11.53033,UNINIT,8.326734,UNINIT
i1022/B,i1022/Y,negative_unate,16.905291,8.102716,16.905291,UNINIT,8.102716,UNINIT
i1023/A,i1023/Y,negative_unate,11.544846,8.31371,11.544846,UNINIT,8.31371,UNINIT
i1023/B,i1023/Y,negative_unate,22.097254,7.257456,22.097254,UNINIT,7.257456,UNINIT
i1024/A,i1024/Y,negative_unate,11.185892,8.173007,11.185892,UNINIT,8.173007,UNINIT
i1024/B,i1024/Y,negative_unate,21.746227,7.303583,21.746227,UNINIT,7.303583,UNINIT
i1025/A,i1025/Y,negative_unate,15.639923,9.646575,15.639923,UNINIT,9.646575,UNINIT
i1025/B,i1025/Y,negative_unate,14.312177,8.522316,14.312177,UNINIT,8.522316,UNINIT
i1026/A,i1026/Y,negative_unate,11.337853,8.248189,11.337853,UNINIT,8.248189,UNINIT
i1026/B,i1026/Y,negative_unate,20.386011,7.642961,20.386011,UNINIT,7.642961,UNINIT
i1027/A,i1027/Y,negative_unate,11.927432,8.393539,11.927432,UNINIT,8.393539,UNINIT
i1027/B,i1027/Y,negative_unate,14.534464,7.945887,14.534464,UNINIT,7.945887,UNINIT
i1028/A,i1028/Y,negative_unate,11.475471,8.304997,11.475471,UNINIT,8.304997,UNINIT
i1028/B,i1028/Y,negative_unate,14.707218,8.007001,14.707218,UNINIT,8.007001,UNINIT
i1029/A,i1029/Y,negative_unate,15.705815,9.424247,15.705815,UNINIT,9.424247,UNINIT
i1029/B,i1029/Y,negative_unate,14.713536,8.375923,14.713536,UNINIT,8.375923,UNINIT
i1030/A,i1030/Y,negative_unate,11.425601,8.303746,11.425601,UNINIT,8.303746,UNINIT
i1030/B,i1030/Y,negative_unate,24.897261,6.519107,24.897261,UNINIT,6.519107,UNINIT
i1031/A,i1031/Y,negative_unate,14.053038,9.058086,14.053038,UNINIT,9.058086,UNINIT
i1031/B,i1031/Y,negative_unate,14.566545,8.134971,14.566545,UNINIT,8.134971,UNINIT
i1032/A,i1032/Y,negative_unate,12.616635,8.681947,12.616635,UNINIT,8.681947,UNINIT
i1032/B,i1032/Y,negative_unate,13.897518,8.025103,13.897518,UNINIT,8.025103,UNINIT
i1033/A,i1033/Y,negative_unate,15.461697,9.204423,15.461697,UNINIT,9.204423,UNINIT
i1033/B,i1033/Y,negative_unate,13.393214,8.058225,13.393214,UNINIT,8.058225,UNINIT
i1034/A,i1034/Y,negative_unate,16.718027,12.564034,16.718027,UNINIT,12.564034,UNINIT
i1034/B,i1034/Y,negative_unate,18.058651,12.262191,18.058651,UNINIT,12.262191,UNINIT
i1035/A,i1035/Y,negative_unate,12.456587,8.577146,12.456587,UNINIT,8.577146,UNINIT
i1035/B,i1035/Y,negative_unate,13.342285,7.837877,13.342285,UNINIT,7.837877,UNINIT
i1036/A,i1036/Y,negative_unate,11.811748,8.542225,11.811748,UNINIT,8.542225,UNINIT
i1036/B,i1036/Y,negative_unate,20.003405,8.043818,20.003405,UNINIT,8.043818,UNINIT
i1037/A,i1037/Y,negative_unate,12.691823,9.326345,12.691823,UNINIT,9.326345,UNINIT
i1037/B,i1037/Y,negative_unate,14.806948,8.985989,14.806948,UNINIT,8.985989,UNINIT
i1038/A,i1038/Y,negative_unate,14.264365,9.899302,14.264365,UNINIT,9.899302,UNINIT
i1038/B,i1038/Y,negative_unate,20.340393,9.203657,20.340393,UNINIT,9.203657,UNINIT
i1039/A,i1039/Y,negative_unate,12.04371,8.824546,12.04371,UNINIT,8.824546,UNINIT
i1039/B,i1039/Y,negative_unate,15.281637,8.633858,15.281637,UNINIT,8.633858,UNINIT
i1040/A,i1040/Y,negative_unate,11.935778,8.706068,11.935778,UNINIT,8.706068,UNINIT
i1040/B,i1040/Y,negative_unate,13.763141,8.339429,13.763141,UNINIT,8.339429,UNINIT
i1041/A,i1041/Y,negative_unate,11.929934,8.438572,11.929934,UNINIT,8.438572,UNINIT
i1041/B,i1041/Y,negative_unate,18.208189,7.886337,18.208189,UNINIT,7.886337,UNINIT
i1042/A,i1042/Y,negative_unate,11.863637,8.476722,11.863637,UNINIT,8.476722,UNINIT
i1042/B,i1042/Y,negative_unate,20.328695,7.80891,20.328695,UNINIT,7.80891,UNINIT
i1043/A,i1043/Y,negative_unate,16.343668,9.660713,16.343668,UNINIT,9.660713,UNINIT
i1043/B,i1043/Y,negative_unate,14.166405,8.465714,14.166405,UNINIT,8.465714,UNINIT
i1044/A,i1044/Y,negative_unate,11.66309,8.302951,11.66309,UNINIT,8.302951,UNINIT
i1044/B,i1044/Y,negative_unate,20.834124,7.492042,20.834124,UNINIT,7.492042,UNINIT
i1045/A,i1045/Y,negative_unate,11.961916,8.617,11.961916,UNINIT,8.617,UNINIT
i1045/B,i1045/Y,negative_unate,17.841816,8.312351,17.841816,UNINIT,8.312351,UNINIT
i1046/A,i1046/Y,negative_unate,15.417813,11.345382,15.417813,UNINIT,11.345382,UNINIT
i1046/B,i1046/Y,negative_unate,20.344383,11.497642,20.344383,UNINIT,11.497642,UNINIT
i1047/A,i1047/Y,negative_unate,16.855875,9.74976,16.855875,UNINIT,9.74976,UNINIT
i1047/B,i1047/Y,negative_unate,13.777403,8.453931,13.777403,UNINIT,8.453931,UNINIT
i1048/A,i1048/Y,negative_unate,13.069117,9.213563,13.069117,UNINIT,9.213563,UNINIT
i1048/B,i1048/Y,negative_unate,24.684238,7.863202,24.684238,UNINIT,7.863202,UNINIT
i1049/A,i1049/Y,negative_unate,12.425119,8.738593,12.425119,UNINIT,8.738593,UNINIT
i1049/B,i1049/Y,negative_unate,18.201792,8.204683,18.201792,UNINIT,8.204683,UNINIT
i1050/A,i1050/Y,negative_unate,13.846826,9.496416,13.846826,UNINIT,9.496416,UNINIT
i1050/B,i1050/Y,negative_unate,20.328272,8.644921,20.328272,UNINIT,8.644921,UNINIT
i1051/A,i1051/Y,negative_unate,13.346265,9.02899,13.346265,UNINIT,9.02899,UNINIT
i1051/B,i1051/Y,negative_unate,22.497936,7.685993,22.497936,UNINIT,7.685993,UNINIT
i1052/A,i1052/Y,negative_unate,12.319701,9.111135,12.319701,UNINIT,9.111135,UNINIT
i1052/B,i1052/Y,negative_unate,22.884598,8.869019,22.884598,UNINIT,8.869019,UNINIT
i1053/A,i1053/Y,negative_unate,11.764865,8.58467,11.764865,UNINIT,8.58467,UNINIT
i1053/B,i1053/Y,negative_unate,25.841986,6.791667,25.841986,UNINIT,6.791667,UNINIT
i1054/A,i1054/Y,negative_unate,11.846624,8.611165,11.846624,UNINIT,8.611165,UNINIT
i1054/B,i1054/Y,negative_unate,24.703379,7.187836,24.703379,UNINIT,7.187836,UNINIT
i1055/A,i1055/Y,negative_unate,12.863481,9.037537,12.863481,UNINIT,9.037537,UNINIT
i1055/B,i1055/Y,negative_unate,25.44891,7.264377,25.44891,UNINIT,7.264377,UNINIT
i1056/A,i1056/Y,negative_unate,12.032446,8.797121,12.032446,UNINIT,8.797121,UNINIT
i1056/B,i1056/Y,negative_unate,22.947544,8.146739,22.947544,UNINIT,8.146739,UNINIT
i1057/A,i1057/Y,negative_unate,12.556885,8.908424,12.556885,UNINIT,8.908424,UNINIT
i1057/B,i1057/Y,negative_unate,21.180786,8.182479,21.180786,UNINIT,8.182479,UNINIT
i1058/A,i1058/Y,negative_unate,11.520035,8.39081,11.520035,UNINIT,8.39081,UNINIT
i1058/B,i1058/Y,negative_unate,25.574198,6.565308,25.574198,UNINIT,6.565308,UNINIT
i1059/A,i1059/Y,negative_unate,12.912683,9.258061,12.912683,UNINIT,9.258061,UNINIT
i1059/B,i1059/Y,negative_unate,24.102203,8.298708,24.102203,UNINIT,8.298708,UNINIT
i1060/A,i1060/Y,negative_unate,11.776206,8.563165,11.776206,UNINIT,8.563165,UNINIT
i1060/B,i1060/Y,negative_unate,23.547613,7.484614,23.547613,UNINIT,7.484614,UNINIT
i1061/A,i1061/Y,negative_unate,12.035902,8.651401,12.035902,UNINIT,8.651401,UNINIT
i1061/B,i1061/Y,negative_unate,19.977308,8.132442,19.977308,UNINIT,8.132442,UNINIT
i1062/A,i1062/Y,negative_unate,11.894825,8.426904,11.894825,UNINIT,8.426904,UNINIT
i1062/B,i1062/Y,negative_unate,22.061756,7.32703,22.061756,UNINIT,7.32703,UNINIT
i1063/A,i1063/Y,negative_unate,12.500666,8.985782,12.500666,UNINIT,8.985782,UNINIT
i1063/B,i1063/Y,negative_unate,21.981003,8.40069,21.981003,UNINIT,8.40069,UNINIT
i1064/A,i1064/Y,negative_unate,12.657446,8.991872,12.657446,UNINIT,8.991872,UNINIT
i1064/B,i1064/Y,negative_unate,24.870386,7.526394,24.870386,UNINIT,7.526394,UNINIT
i1065/A,i1065/Y,negative_unate,11.879148,8.746233,11.879148,UNINIT,8.746233,UNINIT
i1065/B,i1065/Y,negative_unate,23.050573,8.13819,23.050573,UNINIT,8.13819,UNINIT
i1066/A,i1066/Y,negative_unate,12.343052,8.758382,12.343052,UNINIT,8.758382,UNINIT
i1066/B,i1066/Y,negative_unate,23.20129,7.573904,23.20129,UNINIT,7.573904,UNINIT
i1067/A,i1067/Y,negative_unate,13.480759,9.343926,13.480759,UNINIT,9.343926,UNINIT
i1067/B,i1067/Y,negative_unate,24.321934,7.90179,24.321934,UNINIT,7.90179,UNINIT
i1068/A1,i1068/Y,negative_unate,14.350819,13.905207,14.350819,UNINIT,13.905207,UNINIT
i1068/A2,i1068/Y,negative_unate,15.908692,14.013179,15.908692,UNINIT,14.013179,UNINIT
i1068/B1,i1068/Y,negative_unate,23.368977,14.27328,23.368977,UNINIT,14.27328,UNINIT
i1068/B2,i1068/Y,negative_unate,16.837292,11.53816,16.837292,UNINIT,11.53816,UNINIT
i1069/A1,i1069/Y,negative_unate,12.884003,12.685501,12.884003,UNINIT,12.685501,UNINIT
i1069/A2,i1069/Y,negative_unate,14.276299,12.659788,14.276299,UNINIT,12.659788,UNINIT
i1069/B1,i1069/Y,negative_unate,21.881977,12.659286,21.881977,UNINIT,12.659286,UNINIT
i1069/B2,i1069/Y,negative_unate,21.619783,11.198911,21.619783,UNINIT,11.198911,UNINIT
i1070/A1,i1070/Y,negative_unate,15.086395,15.060637,15.086395,UNINIT,15.060637,UNINIT
i1070/A2,i1070/Y,negative_unate,15.594597,13.370596,15.594597,UNINIT,13.370596,UNINIT
i1070/B1,i1070/Y,negative_unate,22.367495,13.705734,22.367495,UNINIT,13.705734,UNINIT
i1070/B2,i1070/Y,negative_unate,15.243251,10.893789,15.243251,UNINIT,10.893789,UNINIT
i1071/A1,i1071/Y,negative_unate,26.539162,21.208086,26.539162,UNINIT,21.208086,UNINIT
i1071/A2,i1071/Y,negative_unate,23.095665,19.08618,23.095665,UNINIT,19.08618,UNINIT
i1071/B1,i1071/Y,negative_unate,32.005146,23.329027,32.005146,UNINIT,23.329027,UNINIT
i1071/B2,i1071/Y,negative_unate,27.199753,22.232594,27.199753,UNINIT,22.232594,UNINIT
i1072/A1,i1072/Y,negative_unate,14.354874,14.173545,14.354874,UNINIT,14.173545,UNINIT
i1072/A2,i1072/Y,negative_unate,16.832937,14.26469,16.832937,UNINIT,14.26469,UNINIT
i1072/B1,i1072/Y,negative_unate,18.723272,12.800953,18.723272,UNINIT,12.800953,UNINIT
i1072/B2,i1072/Y,negative_unate,15.648203,10.800325,15.648203,UNINIT,10.800325,UNINIT
i1073/A1,i1073/Y,negative_unate,16.068497,11.910405,16.068497,UNINIT,11.910405,UNINIT
i1073/A2,i1073/Y,negative_unate,13.348304,11.63568,13.348304,UNINIT,11.63568,UNINIT
i1073/B1,i1073/Y,negative_unate,14.725163,9.168604,14.725163,UNINIT,9.168604,UNINIT
i1073/B2,i1073/Y,negative_unate,16.133123,11.929186,16.133123,UNINIT,11.929186,UNINIT
i1074/A1,i1074/Y,negative_unate,14.323954,13.863955,14.323954,UNINIT,13.863955,UNINIT
i1074/A2,i1074/Y,negative_unate,16.353838,13.965916,16.353838,UNINIT,13.965916,UNINIT
i1074/B1,i1074/Y,negative_unate,23.299927,14.176831,23.299927,UNINIT,14.176831,UNINIT
i1074/B2,i1074/Y,negative_unate,15.319092,11.012755,15.319092,UNINIT,11.012755,UNINIT
i1075/A1,i1075/Y,negative_unate,11.195263,11.537454,11.195263,UNINIT,11.537454,UNINIT
i1075/A2,i1075/Y,negative_unate,13.924094,12.633724,13.924094,UNINIT,12.633724,UNINIT
i1075/B1,i1075/Y,negative_unate,12.699509,10.447104,12.699509,UNINIT,10.447104,UNINIT
i1075/B2,i1075/Y,negative_unate,15.054947,10.519801,15.054947,UNINIT,10.519801,UNINIT
i1076/A1,i1076/Y,negative_unate,15.07802,14.548097,15.07802,UNINIT,14.548097,UNINIT
i1076/A2,i1076/Y,negative_unate,15.246802,13.38502,15.246802,UNINIT,13.38502,UNINIT
i1076/B1,i1076/Y,negative_unate,25.488787,14.56592,25.488787,UNINIT,14.56592,UNINIT
i1076/B2,i1076/Y,negative_unate,16.196856,11.490092,16.196856,UNINIT,11.490092,UNINIT
i1077/A1,i1077/Y,negative_unate,18.155205,17.607906,18.155205,UNINIT,17.607906,UNINIT
i1077/A2,i1077/Y,negative_unate,18.538612,16.009907,18.538612,UNINIT,16.009907,UNINIT
i1077/B1,i1077/Y,negative_unate,21.919159,15.839191,21.919159,UNINIT,15.839191,UNINIT
i1077/B2,i1077/Y,negative_unate,18.615644,13.537913,18.615644,UNINIT,13.537913,UNINIT
i1078/A1,i1078/Y,negative_unate,13.433604,12.919486,13.433604,UNINIT,12.919486,UNINIT
i1078/A2,i1078/Y,negative_unate,15.278731,13.271714,15.278731,UNINIT,13.271714,UNINIT
i1078/B1,i1078/Y,negative_unate,19.965942,13.434716,19.965942,UNINIT,13.434716,UNINIT
i1078/B2,i1078/Y,negative_unate,14.945423,10.845706,14.945423,UNINIT,10.845706,UNINIT
i1079/A1,i1079/Y,negative_unate,17.232004,16.746397,17.232004,UNINIT,16.746397,UNINIT
i1079/A2,i1079/Y,negative_unate,20.635548,18.095655,20.635548,UNINIT,18.095655,UNINIT
i1079/B1,i1079/Y,negative_unate,18.898157,15.407609,18.898157,UNINIT,15.407609,UNINIT
i1079/B2,i1079/Y,negative_unate,20.098349,15.080042,20.098349,UNINIT,15.080042,UNINIT
i1080/A1,i1080/Y,negative_unate,14.300001,14.116078,14.300001,UNINIT,14.116078,UNINIT
i1080/A2,i1080/Y,negative_unate,14.413707,12.483458,14.413707,UNINIT,12.483458,UNINIT
i1080/B1,i1080/Y,negative_unate,17.073137,12.741896,17.073137,UNINIT,12.741896,UNINIT
i1080/B2,i1080/Y,negative_unate,16.96167,11.683705,16.96167,UNINIT,11.683705,UNINIT
i1081/A1,i1081/Y,negative_unate,17.698208,16.637897,17.698208,UNINIT,16.637897,UNINIT
i1081/A2,i1081/Y,negative_unate,20.984219,18.048618,20.984219,UNINIT,18.048618,UNINIT
i1081/B1,i1081/Y,negative_unate,28.366892,17.381449,28.366892,UNINIT,17.381449,UNINIT
i1081/B2,i1081/Y,negative_unate,18.689613,13.39213,18.689613,UNINIT,13.39213,UNINIT
i1082/A1,i1082/Y,negative_unate,14.015308,13.614197,14.015308,UNINIT,13.614197,UNINIT
i1082/A2,i1082/Y,negative_unate,14.155487,12.518597,14.155487,UNINIT,12.518597,UNINIT
i1082/B1,i1082/Y,negative_unate,23.31819,13.746009,23.31819,UNINIT,13.746009,UNINIT
i1082/B2,i1082/Y,negative_unate,14.23839,10.483728,14.23839,UNINIT,10.483728,UNINIT
i1083/A1,i1083/Y,negative_unate,16.243469,15.531082,16.243469,UNINIT,15.531082,UNINIT
i1083/A2,i1083/Y,negative_unate,19.323952,16.832415,19.323952,UNINIT,16.832415,UNINIT
i1083/B1,i1083/Y,negative_unate,18.499233,14.116069,18.499233,UNINIT,14.116069,UNINIT
i1083/B2,i1083/Y,negative_unate,19.646616,13.617944,19.646616,UNINIT,13.617944,UNINIT
i1084/A1,i1084/Y,negative_unate,14.199039,10.363338,14.199039,UNINIT,10.363338,UNINIT
i1084/A2,i1084/Y,negative_unate,18.777121,17.632887,18.777121,UNINIT,17.632887,UNINIT
i1084/B1,i1084/Y,negative_unate,18.952507,9.970058,18.952507,UNINIT,9.970058,UNINIT
i1084/B2,i1084/Y,negative_unate,17.044636,12.907199,17.044636,UNINIT,12.907199,UNINIT
i1085/A1,i1085/Y,negative_unate,15.885829,15.189607,15.885829,UNINIT,15.189607,UNINIT
i1085/A2,i1085/Y,negative_unate,15.984519,14.002832,15.984519,UNINIT,14.002832,UNINIT
i1085/B1,i1085/Y,negative_unate,26.736834,15.273366,26.736834,UNINIT,15.273366,UNINIT
i1085/B2,i1085/Y,negative_unate,16.199944,11.734315,16.199944,UNINIT,11.734315,UNINIT
i1086/A1,i1086/Y,negative_unate,13.064728,12.249494,13.064728,UNINIT,12.249494,UNINIT
i1086/A2,i1086/Y,negative_unate,14.792067,12.442822,14.792067,UNINIT,12.442822,UNINIT
i1086/B1,i1086/Y,negative_unate,22.788511,11.83728,22.788511,UNINIT,11.83728,UNINIT
i1086/B2,i1086/Y,negative_unate,14.059269,9.374199,14.059269,UNINIT,9.374199,UNINIT
i1087/A1,i1087/Y,negative_unate,16.215757,15.929066,16.215757,UNINIT,15.929066,UNINIT
i1087/A2,i1087/Y,negative_unate,14.713354,12.93208,14.713354,UNINIT,12.93208,UNINIT
i1087/B1,i1087/Y,negative_unate,20.965706,12.87413,20.965706,UNINIT,12.87413,UNINIT
i1087/B2,i1087/Y,negative_unate,14.021146,10.021643,14.021146,UNINIT,10.021643,UNINIT
i1088/A1,i1088/Y,negative_unate,14.083559,14.333769,14.083559,UNINIT,14.333769,UNINIT
i1088/A2,i1088/Y,negative_unate,13.983945,12.183979,13.983945,UNINIT,12.183979,UNINIT
i1088/B1,i1088/Y,negative_unate,19.34763,13.371803,19.34763,UNINIT,13.371803,UNINIT
i1088/B2,i1088/Y,negative_unate,17.47234,11.638609,17.47234,UNINIT,11.638609,UNINIT
i1089/A1,i1089/Y,negative_unate,20.731329,19.789642,20.731329,UNINIT,19.789642,UNINIT
i1089/A2,i1089/Y,negative_unate,23.598425,22.083904,23.598425,UNINIT,22.083904,UNINIT
i1089/B1,i1089/Y,negative_unate,22.659645,18.852844,22.659645,UNINIT,18.852844,UNINIT
i1089/B2,i1089/Y,negative_unate,22.600163,17.221317,22.600163,UNINIT,17.221317,UNINIT
i1090/A1,i1090/Y,negative_unate,16.09515,15.768099,16.09515,UNINIT,15.768099,UNINIT
i1090/A2,i1090/Y,negative_unate,18.158398,15.53512,18.158398,UNINIT,15.53512,UNINIT
i1090/B1,i1090/Y,negative_unate,20.923908,14.35514,20.923908,UNINIT,14.35514,UNINIT
i1090/B2,i1090/Y,negative_unate,18.042997,12.297887,18.042997,UNINIT,12.297887,UNINIT
i1091/A1,i1091/Y,negative_unate,14.934642,10.360704,14.934642,UNINIT,10.360704,UNINIT
i1091/A2,i1091/Y,negative_unate,15.054692,13.143927,15.054692,UNINIT,13.143927,UNINIT
i1091/B1,i1091/Y,negative_unate,16.914869,9.299532,16.914869,UNINIT,9.299532,UNINIT
i1091/B2,i1091/Y,negative_unate,17.858536,12.779634,17.858536,UNINIT,12.779634,UNINIT
i1092/A1,i1092/Y,negative_unate,16.158703,12.131997,16.158703,UNINIT,12.131997,UNINIT
i1092/A2,i1092/Y,negative_unate,15.083912,13.213308,15.083912,UNINIT,13.213308,UNINIT
i1092/B1,i1092/Y,negative_unate,18.909924,11.258595,18.909924,UNINIT,11.258595,UNINIT
i1092/B2,i1092/Y,negative_unate,18.495087,13.808568,18.495087,UNINIT,13.808568,UNINIT
i1093/A1,i1093/Y,negative_unate,10.971388,11.112009,10.971388,UNINIT,11.112009,UNINIT
i1093/A2,i1093/Y,negative_unate,14.26396,12.962854,14.26396,UNINIT,12.962854,UNINIT
i1093/B1,i1093/Y,negative_unate,14.390533,11.343876,14.390533,UNINIT,11.343876,UNINIT
i1093/B2,i1093/Y,negative_unate,14.0737,10.040625,14.0737,UNINIT,10.040625,UNINIT
i1094/A1,i1094/Y,negative_unate,14.395686,14.201936,14.395686,UNINIT,14.201936,UNINIT
i1094/A2,i1094/Y,negative_unate,16.587366,14.162663,16.587366,UNINIT,14.162663,UNINIT
i1094/B1,i1094/Y,negative_unate,16.876738,12.581787,16.876738,UNINIT,12.581787,UNINIT
i1094/B2,i1094/Y,negative_unate,16.146778,11.436082,16.146778,UNINIT,11.436082,UNINIT
i1095/A1,i1095/Y,negative_unate,18.287132,18.190161,18.287132,UNINIT,18.190161,UNINIT
i1095/A2,i1095/Y,negative_unate,18.501225,15.849872,18.501225,UNINIT,15.849872,UNINIT
i1095/B1,i1095/Y,negative_unate,15.40346,11.750639,15.40346,UNINIT,11.750639,UNINIT
i1095/B2,i1095/Y,negative_unate,21.280296,12.593361,21.280296,UNINIT,12.593361,UNINIT
i1096/A1,i1096/Y,negative_unate,13.077672,12.858577,13.077672,UNINIT,12.858577,UNINIT
i1096/A2,i1096/Y,negative_unate,13.832427,12.088127,13.832427,UNINIT,12.088127,UNINIT
i1096/B1,i1096/Y,negative_unate,23.046867,12.508558,23.046867,UNINIT,12.508558,UNINIT
i1096/B2,i1096/Y,negative_unate,13.589926,9.799747,13.589926,UNINIT,9.799747,UNINIT
i1097/A1,i1097/Y,negative_unate,13.214842,13.266304,13.214842,UNINIT,13.266304,UNINIT
i1097/A2,i1097/Y,negative_unate,17.422016,14.346334,17.422016,UNINIT,14.346334,UNINIT
i1097/B1,i1097/Y,negative_unate,16.83287,11.855648,16.83287,UNINIT,11.855648,UNINIT
i1097/B2,i1097/Y,negative_unate,15.265589,10.313416,15.265589,UNINIT,10.313416,UNINIT
i1098/A1,i1098/Y,negative_unate,17.849916,16.615953,17.849916,UNINIT,16.615953,UNINIT
i1098/A2,i1098/Y,negative_unate,18.928724,16.258018,18.928724,UNINIT,16.258018,UNINIT
i1098/B1,i1098/Y,negative_unate,27.06852,17.789383,27.06852,UNINIT,17.789383,UNINIT
i1098/B2,i1098/Y,negative_unate,18.03879,13.423207,18.03879,UNINIT,13.423207,UNINIT
i1099/A1,i1099/Y,negative_unate,15.313806,14.708813,15.313806,UNINIT,14.708813,UNINIT
i1099/A2,i1099/Y,negative_unate,18.917475,14.897278,18.917475,UNINIT,14.897278,UNINIT
i1099/B1,i1099/Y,negative_unate,16.544222,11.968167,16.544222,UNINIT,11.968167,UNINIT
i1099/B2,i1099/Y,negative_unate,16.59008,10.957487,16.59008,UNINIT,10.957487,UNINIT
i11/A,i11/Y,negative_unate,39.594406,35.879005,39.594406,UNINIT,35.879005,UNINIT
i1100/A1,i1100/Y,negative_unate,14.185406,15.071545,14.185406,UNINIT,15.071545,UNINIT
i1100/A2,i1100/Y,negative_unate,16.031464,14.196,16.031464,UNINIT,14.196,UNINIT
